timestamp_ms,U1_raw,M1_raw,L1_raw,L2_raw,U2_raw,U1_g,M1_g,L1_g,L2_g,U2_g
0,0,0,0,0,0,0,0,0,0,20
50,0,0,0,0,0,0,0,0,0,0
100,0,0,0,0,0,0,0,0,0,48
150,0,0,0,0,0,0,0,0,0,60
200,0,0,0,0,0,0,0,0,0,0
250,0,0,0,0,0,0,0,0,0,0
300,0,0,0,0,0,0,0,0,0,8
350,0,0,0,0,0,0,0,0,0,0
400,0,0,0,0,0,0,0,0,0,0
450,0,0,0,0,0,0,0,0,0,0
500,0,0,0,0,0,0,0,0,0,56
550,0,0,0,0,0,0,0,0,0,50
600,0,0,0,0,0,0,0,0,0,4
650,0,0,0,0,0,0,0,0,0,72
700,0,0,0,0,0,0,0,0,0,30
750,0,0,0,0,0,0,0,0,0,0
800,0,0,0,0,0,0,0,0,0,24
850,0,0,0,0,0,0,0,0,0,0
900,0,0,0,0,0,0,0,0,0,56
950,0,0,0,0,0,0,0,0,0,0
1000,0,0,0,0,0,0,0,0,0,0
1050,0,0,0,0,0,0,0,0,0,0
1100,0,0,0,0,0,0,0,0,0,78
1150,0,0,0,0,0,0,0,0,0,0
1200,0,0,0,0,0,0,0,0,0,0
1250,0,0,0,0,0,0,0,0,0,0
1300,0,0,0,0,0,0,0,0,0,34
1350,0,0,0,0,0,0,0,0,0,23
1400,866,0,0,0,0,432,0,0,0,350
1450,1652,0,0,0,0,1088,0,0,0,844
1500,2189,0,0,0,0,1840,0,0,0,1517
1550,2819,0,0,0,0,3536,0,0,0,2626
1600,2711,0,0,0,0,3136,0,0,0,2319
1650,1529,0,0,0,0,960,0,0,0,668
1700,0,0,0,0,0,0,0,0,0,39
1750,0,0,0,0,0,0,0,0,0,72
1800,0,0,0,0,0,0,0,0,0,0
1850,2471,0,0,0,0,2432,0,0,0,1770
1900,3095,0,0,0,0,4960,0,0,0,3667
1950,3239,0,0,0,0,6048,0,0,0,4578
2000,3258,0,0,0,0,6224,0,0,0,4716
2050,2789,0,0,0,0,3424,0,0,0,2603
2100,0,0,0,0,0,0,0,0,0,0
2150,0,0,0,0,0,0,0,0,0,15
2200,0,0,0,0,0,0,0,0,0,7
2250,0,0,0,0,0,0,0,0,0,14
2300,0,0,0,0,0,0,0,0,0,56
2350,0,0,0,0,0,0,0,0,0,14
2400,0,0,0,0,0,0,0,0,0,43
2450,0,0,0,0,0,0,0,0,0,4
2500,0,0,0,0,0,0,0,0,0,19
2550,0,1924,0,0,0,0,1424,0,0,40
2600,0,2981,0,0,0,0,4288,0,0,0
2650,0,3192,0,0,0,0,5648,0,0,0
2700,0,3105,0,0,0,0,5024,0,0,0
2750,0,343,0,0,0,0,0,0,0,0
2800,0,0,0,0,0,0,0,0,0,0
2850,0,0,0,0,0,0,0,0,0,96
2900,0,415,0,0,0,0,176,0,0,0
2950,0,2519,0,0,0,0,2560,0,0,62
3000,0,2832,0,0,0,0,3584,0,0,0
3050,0,3052,0,0,0,0,4688,0,0,0
3100,0,2890,0,0,0,0,3840,0,0,10
3150,0,0,0,0,0,0,0,0,0,38
3200,0,0,0,0,0,0,0,0,0,46
3250,0,0,0,0,0,0,0,0,0,51
3300,0,0,0,0,0,0,0,0,0,0
3350,0,0,0,0,0,0,0,0,0,0
3400,0,0,0,0,0,0,0,0,0,55
3450,0,0,0,0,0,0,0,0,0,0
3500,0,0,0,0,0,0,0,0,0,0
3550,0,0,0,0,0,0,0,0,0,0
3600,0,0,0,0,0,0,0,0,0,0
3650,0,0,0,0,0,0,0,0,0,32
3700,0,0,0,0,0,0,0,0,0,9
3750,0,0,0,0,0,0,0,0,0,44
3800,0,0,1510,0,0,0,0,928,0,0
3850,0,0,2367,0,0,0,0,2192,0,10
3900,0,0,2217,0,0,0,0,1888,0,40
3950,0,0,711,0,0,0,0,336,0,0
4000,0,0,0,0,0,0,0,0,0,29
4050,0,0,0,0,0,0,0,0,0,0
4100,0,0,0,0,0,0,0,0,0,0
4150,0,0,2078,0,0,0,0,1648,0,0
4200,0,0,2512,0,0,0,0,2544,0,0
4250,0,0,2546,0,0,0,0,2624,0,31
4300,0,0,2234,0,0,0,0,1920,0,0
4350,0,0,378,0,0,0,0,160,0,1
4400,0,0,0,0,0,0,0,0,0,31
4450,0,0,0,0,0,0,0,0,0,29
4500,0,0,0,0,0,0,0,0,0,43
4550,0,0,1454,0,0,0,0,880,0,0
4600,0,0,2258,0,0,0,0,1968,0,0
4650,0,0,2319,0,0,0,0,2096,0,0
4700,0,0,2066,0,0,0,0,1632,0,0
4750,0,0,235,0,0,0,0,0,0,0
4800,0,0,0,0,0,0,0,0,0,0
4850,0,0,0,0,0,0,0,0,0,0
4900,0,0,0,0,0,0,0,0,0,26
4950,0,0,0,0,0,0,0,0,0,0
5000,0,0,0,0,0,0,0,0,0,0
5050,0,0,0,0,0,0,0,0,0,83
5100,0,0,0,0,0,0,0,0,0,0
5150,0,0,0,0,0,0,0,0,0,47
5200,0,0,0,0,0,0,0,0,0,0
5250,0,0,0,0,0,0,0,0,0,0
5300,0,0,0,0,0,0,0,0,0,0
5350,0,0,0,0,0,0,0,0,0,0
5400,0,0,0,0,0,0,0,0,0,54
5450,0,0,0,0,0,0,0,0,0,0
5500,0,0,0,780,0,0,0,0,384,28
5550,0,0,0,1166,0,0,0,0,640,15
5600,0,0,0,1318,0,0,0,0,752,0
5650,0,0,0,0,0,0,0,0,0,0
5700,0,0,0,0,0,0,0,0,0,5
5750,0,0,0,0,0,0,0,0,0,0
5800,0,0,0,0,0,0,0,0,0,15
5850,0,0,0,1426,0,0,0,0,848,1
5900,0,0,0,2265,0,0,0,0,1984,103
5950,0,0,0,2620,0,0,0,0,2848,0
6000,0,0,0,2687,0,0,0,0,3056,0
6050,0,0,0,2244,0,0,0,0,1936,11
6100,0,0,0,0,0,0,0,0,0,14
6150,0,0,0,0,0,0,0,0,0,87
6200,0,0,0,0,0,0,0,0,0,53
6250,0,0,0,0,0,0,0,0,0,23
6300,0,0,0,988,0,0,0,0,512,94
6350,0,0,0,2004,0,0,0,0,1536,0
6400,0,0,0,2381,0,0,0,0,2224,0
6450,0,0,0,2365,0,0,0,0,2192,0
6500,0,0,0,620,0,0,0,0,288,0
6550,0,0,0,0,0,0,0,0,0,0
6600,0,0,0,0,0,0,0,0,0,41
6650,0,0,0,0,0,0,0,0,0,0
6700,0,0,0,624,0,0,0,0,288,0
6750,0,0,0,2177,0,0,0,0,1824,0
6800,0,0,0,2378,0,0,0,0,2208,20
6850,0,0,0,0,0,0,0,0,0,54
6900,0,0,0,0,0,0,0,0,0,128
6950,0,0,0,0,0,0,0,0,0,186
7000,0,0,0,0,0,0,0,0,0,27
7050,0,0,0,0,0,0,0,0,0,0
7100,0,0,0,0,0,0,0,0,0,0
7150,0,0,0,0,0,0,0,0,0,17
7200,0,0,0,0,0,0,0,0,0,0
7250,0,0,0,0,0,0,0,0,0,0
7300,0,0,0,0,0,0,0,0,0,0
7350,0,0,0,0,0,0,0,0,0,0
7400,0,0,0,0,0,0,0,0,0,68
7450,0,0,0,0,0,0,0,0,0,10
7500,0,0,0,0,0,0,0,0,0,0
7550,0,0,0,0,0,0,0,0,0,0
7600,0,0,0,0,0,0,0,0,0,0
7650,0,0,0,0,0,0,0,0,0,0
7700,0,0,0,0,0,0,0,0,0,0
7750,0,0,0,0,0,0,0,0,0,113
7800,0,0,0,0,0,0,0,0,0,8
7850,0,0,0,0,0,0,0,0,0,63
7900,0,0,0,0,0,0,0,0,0,0
7950,0,0,0,0,0,0,0,0,0,0
8000,0,0,0,0,0,0,0,0,0,0
8050,0,0,0,0,0,0,0,0,0,0
8100,0,0,0,0,0,0,0,0,0,136
8150,0,0,0,0,0,0,0,0,0,0
8200,0,0,0,0,0,0,0,0,0,54
8250,0,0,0,0,0,0,0,0,0,0
8300,0,0,0,0,0,0,0,0,0,60
8350,0,0,0,0,0,0,0,0,0,25
8400,0,0,0,0,0,0,0,0,0,0
8450,0,0,0,0,0,0,0,0,0,0
8500,0,0,0,0,0,0,0,0,0,0
8550,0,0,0,0,0,0,0,0,0,29
8600,0,0,0,0,0,0,0,0,0,0
8650,0,0,0,0,0,0,0,0,0,0
8700,0,0,0,0,0,0,0,0,0,0
8750,0,0,0,0,0,0,0,0,0,11
8800,0,0,0,0,0,0,0,0,0,101
8850,0,0,0,0,0,0,0,0,0,10
8900,0,0,0,0,0,0,0,0,0,0
8950,0,0,0,0,0,0,0,0,0,18
9000,0,0,0,0,0,0,0,0,0,84
9050,0,0,0,0,0,0,0,0,0,14
9100,0,0,0,0,0,0,0,0,0,0
9150,2819,0,0,0,0,3536,0,0,0,2723
9200,2996,0,0,0,0,4368,0,0,0,3303
9250,3058,0,0,0,0,4720,0,0,0,3638
9300,2652,0,0,0,0,2944,0,0,0,2220
9350,0,0,0,0,0,0,0,0,0,0
9400,0,0,0,0,0,0,0,0,0,0
9450,0,0,0,0,0,0,0,0,0,106
9500,2851,0,0,0,0,3664,0,0,0,2858
9550,3020,0,0,0,0,4496,0,0,0,3361
9600,3129,0,0,0,0,5184,0,0,0,3863
9650,2651,0,0,0,0,2944,0,0,0,2302
9700,0,0,0,0,0,0,0,0,0,0
9750,0,0,0,0,0,0,0,0,0,0
9800,0,0,0,0,0,0,0,0,0,41
9850,2547,0,0,0,0,2640,0,0,0,1955
9900,2925,0,0,0,0,4000,0,0,0,3000
9950,2718,0,0,0,0,3152,0,0,0,2354
10000,1215,0,0,0,0,672,0,0,0,526
10050,0,0,0,0,0,0,0,0,0,90
10100,0,0,0,0,0,0,0,0,0,6
10150,0,0,0,0,0,0,0,0,0,41
10200,0,0,0,0,0,0,0,0,0,0
10250,0,0,0,0,0,0,0,0,0,0
10300,0,0,0,0,0,0,0,0,0,0
10350,0,0,0,0,0,0,0,0,0,0
10400,0,0,0,0,0,0,0,0,0,0
10450,0,0,0,0,0,0,0,0,0,0
10500,0,0,0,0,0,0,0,0,0,59
10550,0,0,0,0,0,0,0,0,0,0
10600,0,0,0,0,0,0,0,0,0,2
10650,0,0,0,0,0,0,0,0,0,0
10700,0,0,0,0,0,0,0,0,0,0
10750,0,0,0,0,0,0,0,0,0,64
10800,0,1583,0,0,0,0,1008,0,0,34
10850,0,2174,0,0,0,0,1808,0,0,86
10900,0,1926,0,0,0,0,1424,0,0,0
10950,0,0,0,0,0,0,0,0,0,0
11000,0,0,0,0,0,0,0,0,0,0
11050,0,0,0,0,0,0,0,0,0,16
11100,0,1992,0,0,0,0,1520,0,0,11
11150,0,2711,0,0,0,0,3136,0,0,0
11200,0,2861,0,0,0,0,3712,0,0,6
11250,0,2744,0,0,0,0,3248,0,0,15
11300,0,1506,0,0,0,0,928,0,0,161
11350,0,0,0,0,0,0,0,0,0,120
11400,0,0,0,0,0,0,0,0,0,0
11450,0,714,0,0,0,0,336,0,0,0
11500,0,2318,0,0,0,0,2080,0,0,0
11550,0,2626,0,0,0,0,2864,0,0,0
11600,0,2007,0,0,0,0,1536,0,0,20
11650,0,0,0,0,0,0,0,0,0,77
11700,0,0,0,0,0,0,0,0,0,0
11750,0,0,0,0,0,0,0,0,0,0
11800,0,13,0,0,0,0,0,0,0,0
11850,0,2479,0,0,0,0,2448,0,0,0
11900,0,2084,0,0,0,0,1664,0,0,0
11950,0,0,0,0,0,0,0,0,0,0
12000,0,0,0,0,0,0,0,0,0,0
12050,0,0,0,0,0,0,0,0,0,0
12100,0,1431,0,0,0,0,864,0,0,0
12150,0,1241,0,0,0,0,688,0,0,0
12200,0,0,0,0,0,0,0,0,0,136
12250,0,0,0,0,0,0,0,0,0,0
12300,0,0,0,0,0,0,0,0,0,0
12350,0,0,0,0,0,0,0,0,0,118
12400,0,0,0,0,0,0,0,0,0,186
12450,0,0,0,0,0,0,0,0,0,0
12500,0,0,0,0,0,0,0,0,0,0
12550,0,0,0,0,0,0,0,0,0,22
12600,0,0,0,0,0,0,0,0,0,111
12650,0,0,0,0,0,0,0,0,0,0
12700,0,0,0,0,0,0,0,0,0,0
12750,0,0,0,0,0,0,0,0,0,50
12800,0,0,0,0,0,0,0,0,0,28
12850,0,0,716,0,0,0,0,336,0,0
12900,0,0,0,0,0,0,0,0,0,0
12950,0,0,0,0,0,0,0,0,0,0
13000,0,0,0,0,0,0,0,0,0,0
13050,0,0,0,0,0,0,0,0,0,0
13100,0,0,0,0,0,0,0,0,0,15
13150,0,0,757,0,0,0,0,368,0,0
13200,0,0,706,0,0,0,0,336,0,30
13250,0,0,446,0,0,0,0,192,0,65
13300,0,0,0,0,0,0,0,0,0,10
13350,0,0,0,0,0,0,0,0,0,23
13400,0,0,0,0,0,0,0,0,0,3
13450,0,0,952,0,0,0,0,480,0,0
13500,0,0,1163,0,0,0,0,640,0,0
13550,0,0,0,0,0,0,0,0,0,20
13600,0,0,0,0,0,0,0,0,0,0
13650,0,0,0,0,0,0,0,0,0,134
13700,0,0,0,0,0,0,0,0,0,101
13750,0,0,300,0,0,0,0,0,0,25
13800,0,0,337,0,0,0,0,0,0,0
13850,0,0,161,0,0,0,0,0,0,0
13900,0,0,0,0,0,0,0,0,0,76
13950,0,0,0,0,0,0,0,0,0,17
14000,0,0,0,0,0,0,0,0,0,31
14050,0,0,0,0,0,0,0,0,0,0
14100,0,0,0,0,0,0,0,0,0,59
14150,0,0,360,0,0,0,0,0,0,29
14200,0,0,0,0,0,0,0,0,0,0
14250,0,0,0,0,0,0,0,0,0,0
14300,0,0,0,0,0,0,0,0,0,17
14350,0,0,0,0,0,0,0,0,0,3
14400,0,0,0,0,0,0,0,0,0,0
14450,0,0,0,0,0,0,0,0,0,0
14500,0,0,0,0,0,0,0,0,0,0
14550,0,0,0,0,0,0,0,0,0,10
14600,0,0,0,0,0,0,0,0,0,94
14650,0,0,0,0,0,0,0,0,0,0
14700,0,0,0,0,0,0,0,0,0,0
14750,0,0,0,0,0,0,0,0,0,11
14800,0,0,0,0,0,0,0,0,0,19
14850,0,0,0,0,0,0,0,0,0,0
14900,0,0,0,0,0,0,0,0,0,0
14950,0,0,0,0,0,0,0,0,0,21
15000,0,0,0,0,0,0,0,0,0,111
15050,0,0,0,0,0,0,0,0,0,0
15100,0,0,0,0,0,0,0,0,0,55
15150,0,0,0,0,0,0,0,0,0,0
15200,0,0,0,0,0,0,0,0,0,0
15250,0,0,0,0,0,0,0,0,0,0
15300,0,0,0,0,0,0,0,0,0,0
15350,0,0,0,0,0,0,0,0,0,83
15400,0,0,0,0,0,0,0,0,0,37
15450,0,0,0,0,0,0,0,0,0,111
15500,0,0,0,0,0,0,0,0,0,75
15550,0,0,0,0,0,0,0,0,0,28
15600,0,0,0,0,0,0,0,0,0,112
15650,0,0,0,0,0,0,0,0,0,28
15700,0,0,0,0,0,0,0,0,0,53
15750,0,0,0,0,0,0,0,0,0,0
15800,0,0,0,0,0,0,0,0,0,4
15850,0,0,0,0,0,0,0,0,0,0
15900,0,0,0,0,0,0,0,0,0,63
15950,0,0,0,0,0,0,0,0,0,0
16000,0,0,0,0,0,0,0,0,0,50
16050,0,0,0,0,0,0,0,0,0,0
16100,0,0,0,0,0,0,0,0,0,75
16150,0,0,0,0,0,0,0,0,0,48
16200,0,0,0,0,0,0,0,0,0,117
16250,0,0,0,0,0,0,0,0,0,47
16300,0,0,0,0,0,0,0,0,0,0
16350,0,0,0,0,0,0,0,0,0,0
16400,0,0,0,0,0,0,0,0,0,0
16450,0,0,0,0,0,0,0,0,0,0
16500,0,0,0,0,0,0,0,0,0,97
16550,0,0,0,0,0,0,0,0,0,41
16600,0,0,0,0,0,0,0,0,0,0
16650,0,0,0,0,0,0,0,0,0,0
16700,0,0,0,0,0,0,0,0,0,2
16750,0,0,0,0,0,0,0,0,0,0
16800,0,0,0,0,0,0,0,0,0,0
16850,0,0,0,0,0,0,0,0,0,20
16900,0,0,0,0,0,0,0,0,0,74
16950,0,0,0,0,0,0,0,0,0,39
17000,0,0,0,0,0,0,0,0,0,0
17050,0,0,0,0,0,0,0,0,0,19
17100,0,0,0,0,0,0,0,0,0,5
17150,0,0,0,0,0,0,0,0,0,26
17200,0,0,0,0,0,0,0,0,0,103
17250,0,0,0,0,0,0,0,0,0,0
17300,0,0,0,0,0,0,0,0,0,0
17350,0,0,0,0,0,0,0,0,0,38
17400,0,0,0,0,0,0,0,0,0,0
17450,0,0,0,0,0,0,0,0,0,94
17500,0,0,0,0,0,0,0,0,0,24
17550,0,0,0,0,0,0,0,0,0,54
17600,0,0,0,0,0,0,0,0,0,0
17650,0,0,0,0,0,0,0,0,0,52
17700,0,0,0,0,0,0,0,0,0,68
17750,0,0,0,0,0,0,0,0,0,15
17800,0,0,0,0,0,0,0,0,0,15
17850,0,0,0,0,0,0,0,0,0,17
17900,0,0,0,0,0,0,0,0,0,0
17950,0,0,0,0,0,0,0,0,0,0
18000,0,0,0,0,0,0,0,0,0,0
18050,0,0,0,0,0,0,0,0,0,25
18100,0,0,0,0,0,0,0,0,0,64
18150,0,0,0,0,0,0,0,0,0,0
18200,0,0,0,0,0,0,0,0,0,0
18250,0,0,0,0,0,0,0,0,0,95
18300,0,0,0,0,0,0,0,0,0,0
18350,0,0,0,0,0,0,0,0,0,0
18400,0,0,0,0,0,0,0,0,0,13
18450,0,0,0,0,0,0,0,0,0,54
18500,0,0,0,0,0,0,0,0,0,1
18550,0,0,0,0,0,0,0,0,0,85
18600,0,0,0,0,0,0,0,0,0,55
18650,0,0,0,0,0,0,0,0,0,54
18700,0,0,0,0,0,0,0,0,0,35
18750,0,0,0,0,0,0,0,0,0,149
18800,0,0,0,0,0,0,0,0,0,0
18850,0,0,0,0,0,0,0,0,0,0
18900,0,0,0,0,0,0,0,0,0,103
18950,0,0,0,0,0,0,0,0,0,0
19000,0,0,0,0,0,0,0,0,0,7
19050,0,0,0,0,0,0,0,0,0,84
19100,0,0,0,0,0,0,0,0,0,0
19150,0,0,0,0,0,0,0,0,0,0
19200,0,0,0,0,0,0,0,0,0,0
19250,0,0,0,0,0,0,0,0,0,0
19300,0,0,0,0,0,0,0,0,0,28
19350,0,0,0,0,0,0,0,0,0,34
19400,0,0,0,0,0,0,0,0,0,18
19450,0,0,0,0,0,0,0,0,0,0
19500,0,0,0,0,0,0,0,0,0,0
19550,0,0,0,0,0,0,0,0,0,3
19600,0,0,0,0,0,0,0,0,0,0
19650,0,0,0,0,0,0,0,0,0,29
19700,0,0,0,0,0,0,0,0,0,45
19750,0,0,0,0,0,0,0,0,0,9
19800,0,0,0,0,0,0,0,0,0,49
19850,0,0,0,0,0,0,0,0,0,15
19900,0,0,0,0,0,0,0,0,0,34
19950,0,0,0,0,0,0,0,0,0,0
20000,0,0,0,0,0,0,0,0,0,0
20050,0,0,0,0,0,0,0,0,0,13
20100,0,0,0,0,0,0,0,0,0,53
20150,0,0,0,0,0,0,0,0,0,0
20200,0,0,0,0,0,0,0,0,0,33
20250,0,0,0,0,0,0,0,0,0,0
20300,0,0,0,0,0,0,0,0,0,0
20350,0,0,0,0,0,0,0,0,0,53
20400,0,0,0,0,0,0,0,0,0,0
20450,0,0,0,0,0,0,0,0,0,0
20500,0,0,0,0,0,0,0,0,0,0
20550,0,0,0,0,0,0,0,0,0,0
20600,0,0,0,0,0,0,0,0,0,0
20650,0,0,0,0,0,0,0,0,0,48
20700,0,0,0,0,0,0,0,0,0,0
20750,0,0,0,0,0,0,0,0,0,13
20800,0,0,0,0,0,0,0,0,0,70
20850,0,0,0,0,0,0,0,0,0,85
20900,0,0,0,0,0,0,0,0,0,0
20950,0,0,0,0,0,0,0,0,0,87
21000,0,0,0,0,0,0,0,0,0,6
21050,0,0,0,0,0,0,0,0,0,0
21100,0,0,0,0,0,0,0,0,0,0
21150,0,0,0,0,0,0,0,0,0,0
21200,0,0,0,0,0,0,0,0,0,0
21250,0,0,0,0,0,0,0,0,0,0
21300,0,0,0,0,0,0,0,0,0,51
21350,0,0,0,0,0,0,0,0,0,110
21400,0,0,0,0,0,0,0,0,0,0
21450,0,0,0,0,0,0,0,0,0,25
21500,0,0,0,0,0,0,0,0,0,0
21550,0,0,0,0,0,0,0,0,0,30
21600,0,0,0,0,0,0,0,0,0,0
21650,0,0,0,0,0,0,0,0,0,0
21700,0,0,0,0,0,0,0,0,0,59
21750,0,0,0,0,0,0,0,0,0,0
21800,0,0,0,0,0,0,0,0,0,0
21850,0,0,0,0,0,0,0,0,0,0
21900,0,0,0,0,0,0,0,0,0,0
21950,0,0,0,0,0,0,0,0,0,27
22000,0,0,0,0,0,0,0,0,0,0
22050,0,0,0,0,0,0,0,0,0,21
22100,0,0,0,0,0,0,0,0,0,23
22150,0,0,0,0,0,0,0,0,0,85
22200,0,0,0,0,0,0,0,0,0,0
22250,0,0,0,0,0,0,0,0,0,0
22300,0,0,0,0,0,0,0,0,0,68
22350,0,0,0,0,0,0,0,0,0,0
22400,0,0,0,0,0,0,0,0,0,71
22450,0,0,0,0,0,0,0,0,0,25
22500,0,0,0,0,0,0,0,0,0,0
22550,0,0,0,0,0,0,0,0,0,22
22600,0,0,0,0,0,0,0,0,0,125
22650,0,0,0,0,0,0,0,0,0,133
22700,0,0,0,0,0,0,0,0,0,4
22750,0,0,0,0,0,0,0,0,0,10
22800,0,0,0,0,0,0,0,0,0,69
22850,0,0,0,0,0,0,0,0,0,0
22900,0,0,0,0,0,0,0,0,0,21
22950,0,0,0,0,0,0,0,0,0,0
23000,0,0,0,0,0,0,0,0,0,20
23050,0,0,0,0,0,0,0,0,0,0
23100,0,0,0,0,0,0,0,0,0,0
23150,0,0,0,0,0,0,0,0,0,0
23200,0,0,0,0,0,0,0,0,0,0
23250,0,0,0,0,0,0,0,0,0,0
23300,0,0,0,0,0,0,0,0,0,0
23350,0,0,0,0,0,0,0,0,0,124
23400,0,0,0,0,0,0,0,0,0,71
23450,0,0,0,0,0,0,0,0,0,0
23500,0,0,0,0,0,0,0,0,0,22
23550,0,0,0,0,0,0,0,0,0,0
23600,0,0,0,0,0,0,0,0,0,0
23650,0,0,0,0,0,0,0,0,0,12
23700,0,0,0,0,0,0,0,0,0,40
23750,0,0,0,0,0,0,0,0,0,0
23800,0,0,0,0,0,0,0,0,0,68
23850,0,0,0,0,0,0,0,0,0,0
23900,0,0,0,0,0,0,0,0,0,0
23950,0,0,0,0,0,0,0,0,0,166
24000,0,0,0,0,0,0,0,0,0,14
24050,0,0,0,0,0,0,0,0,0,92
24100,0,0,0,0,0,0,0,0,0,6
24150,0,0,0,0,0,0,0,0,0,37
24200,0,0,0,0,0,0,0,0,0,0
24250,563,0,0,0,0,256,0,0,0,181
24300,1845,0,0,0,0,1312,0,0,0,934
24350,2276,0,715,0,0,2000,0,336,0,1528
24400,2678,0,979,0,0,3024,0,496,0,2214
24450,2989,0,1586,0,0,4320,0,1008,0,3283
24500,3176,0,2083,29,0,5536,0,1664,0,4221
24550,3261,0,2356,852,0,6256,0,2160,416,4715
24600,3298,0,2444,1427,0,6624,0,2368,848,4950
24650,3313,0,2480,1539,0,6784,0,2464,960,5117
24700,3367,0,2499,1566,0,7392,0,2512,992,5524
24750,3413,0,2575,1621,0,8000,0,2704,1056,6060
24800,3420,0,2565,1686,0,8112,0,2688,1120,5967
24850,3449,0,2622,1763,0,8544,0,2848,1216,6387
24900,3426,0,2695,1844,0,8192,0,3088,1312,6017
24950,3331,0,2730,2057,0,6976,0,3200,1616,5136
25000,3193,0,2726,2116,0,5664,0,3184,1712,4335
25050,3010,0,2789,2215,0,4432,0,3424,1888,3381
25100,2567,0,3013,2410,0,2688,0,4448,2288,1970
25150,2251,0,3067,2490,0,1952,0,4768,2480,1368
25200,2049,0,3141,2592,0,1600,0,5264,2752,1010
25250,1343,0,3250,2734,0,784,0,6160,3216,553
25300,552,0,3304,2827,0,256,0,6688,3568,347
25350,439,0,3381,2892,0,192,0,7584,3840,172
25400,0,0,3437,2971,0,0,0,8352,4224,0
25450,0,0,3507,3030,0,0,0,9536,4560,30
